date,district,rainfall_mm,temperature_c,humidity_p,event_label
2025-03-02,Idukki,7.2,36.4,66.9,None
2025-03-03,Idukki,5.6,33.5,71.9,None
2025-03-04,Idukki,5.2,27.2,77.1,None
2025-03-05,Idukki,0.6,32.1,66.1,None
2025-03-06,Idukki,8.2,28.6,68.6,None
2025-03-07,Idukki,5.9,28.8,81.3,None
2025-03-08,Idukki,4.2,30.1,78.5,None
2025-03-09,Idukki,5.4,32.4,74.8,None
2025-03-10,Idukki,6.2,31.1,62.4,None
2025-03-11,Idukki,1.3,26.4,56.3,None
2025-03-12,Idukki,4.6,29.9,82.3,None
2025-03-13,Idukki,7.4,35.0,59.9,None
2025-03-14,Idukki,5.2,25.4,58.1,None
2025-03-15,Idukki,3.2,34.6,64.4,None
2025-03-16,Idukki,9.4,29.6,66.1,None
2025-03-17,Idukki,4.0,28.9,69.2,None
2025-03-18,Idukki,11.8,33.6,60.8,None
2025-03-19,Idukki,0.7,28.9,72.9,None
2025-03-20,Idukki,6.9,37.1,73.7,Heatwave
2025-03-21,Idukki,1.1,32.3,69.6,None
2025-03-22,Idukki,8.1,30.8,66.2,None
2025-03-23,Idukki,8.2,32.7,69.0,None
2025-03-24,Idukki,5.6,34.9,49.1,None
2025-03-25,Idukki,8.5,39.0,77.9,Heatwave
2025-03-26,Idukki,8.3,31.7,79.9,None
2025-03-27,Idukki,9.6,28.8,69.8,None
2025-03-28,Idukki,9.5,29.9,75.0,None
2025-03-29,Idukki,4.3,27.6,73.3,None
2025-03-30,Idukki,8.9,33.1,72.1,None
2025-03-31,Idukki,3.1,30.3,80.4,None
2025-04-01,Idukki,5.6,29.0,56.1,None
2025-04-02,Idukki,5.4,28.5,69.5,None
2025-04-03,Idukki,0.7,33.0,68.2,None
2025-04-04,Idukki,6.3,29.7,56.6,None
2025-04-05,Idukki,2.6,34.8,68.5,None
2025-04-06,Idukki,11.0,27.6,72.8,None
2025-04-07,Idukki,5.4,29.9,49.8,None
2025-04-08,Idukki,9.7,34.4,79.1,None
2025-04-09,Idukki,4.7,28.2,66.0,None
2025-04-10,Idukki,5.9,33.5,59.7,None
2025-04-11,Idukki,5.2,27.5,71.4,None
2025-04-12,Idukki,5.3,31.8,65.4,None
2025-04-13,Idukki,8.2,29.4,67.6,None
2025-04-14,Idukki,1.0,30.7,71.0,None
2025-04-15,Idukki,10.3,36.5,73.4,None
2025-04-16,Idukki,2.7,35.1,64.6,None
2025-04-17,Idukki,6.1,31.6,81.6,None
2025-04-18,Idukki,6.5,34.7,60.9,None
2025-04-19,Idukki,9.3,31.3,88.8,None
2025-04-20,Idukki,6.7,31.1,59.9,None
2025-04-21,Idukki,10.1,31.0,64.9,None
2025-04-22,Idukki,3.1,33.0,60.8,None
2025-04-23,Idukki,11.6,29.4,69.3,None
2025-04-24,Idukki,0.9,33.7,59.6,None
2025-04-25,Idukki,0.9,29.7,68.1,None
2025-04-26,Idukki,9.7,29.7,64.5,None
2025-04-27,Idukki,2.3,33.4,74.1,None
2025-04-28,Idukki,11.9,28.5,58.3,None
2025-04-29,Idukki,4.5,32.4,81.4,None
2025-04-30,Idukki,0.2,33.1,80.8,None
2025-05-01,Idukki,3.5,30.8,55.9,None
2025-05-02,Idukki,8.5,34.2,79.9,None
2025-05-03,Idukki,0.3,33.4,77.0,None
2025-05-04,Idukki,0.6,31.6,48.3,None
2025-05-05,Idukki,0.4,29.4,58.6,None
2025-05-06,Idukki,6.1,33.0,63.6,None
2025-05-07,Idukki,4.1,27.0,75.4,None
2025-05-08,Idukki,3.5,30.0,78.9,None
2025-05-09,Idukki,2.8,32.1,74.8,None
2025-05-10,Idukki,7.2,28.8,81.1,None
2025-05-11,Idukki,9.0,32.2,61.6,None
2025-05-12,Idukki,0.5,30.6,74.8,None
2025-05-13,Idukki,0.1,27.9,73.5,None
2025-05-14,Idukki,11.3,34.6,80.8,None
2025-05-15,Idukki,3.1,27.0,61.9,None
2025-05-16,Idukki,3.8,33.3,77.7,None
2025-05-17,Idukki,6.1,34.1,80.3,None
2025-05-18,Idukki,0.9,33.5,83.8,None
2025-05-19,Idukki,3.4,31.9,80.9,None
2025-05-20,Idukki,7.0,31.0,66.8,None
2025-05-21,Idukki,11.1,29.5,69.5,None
2025-05-22,Idukki,11.7,29.9,80.8,None
2025-05-23,Idukki,4.8,33.6,91.3,None
2025-05-24,Idukki,8.0,30.2,74.0,None
2025-05-25,Idukki,2.5,32.5,79.6,None
2025-05-26,Idukki,4.9,29.7,66.3,None
2025-05-27,Idukki,9.6,36.8,68.8,None
2025-05-28,Idukki,4.7,28.8,67.8,None
2025-05-29,Idukki,5.6,25.8,82.6,None
2025-05-30,Idukki,6.1,35.6,81.1,None
2025-05-31,Idukki,9.8,31.0,67.4,None
2025-06-01,Idukki,55.2,22.5,91.3,None
2025-06-02,Idukki,134.6,23.2,95.3,Landslide
2025-06-03,Idukki,23.8,19.6,85.5,None
2025-06-04,Idukki,26.9,22.9,85.5,None
2025-06-05,Idukki,26.1,28.1,94.3,None
2025-06-06,Idukki,9.0,23.1,90.5,None
2025-06-07,Idukki,22.6,20.7,97.5,None
2025-06-08,Idukki,57.4,26.9,91.2,None
2025-06-09,Idukki,74.1,19.5,81.1,None
2025-06-10,Idukki,14.3,24.3,89.6,None
2025-06-11,Idukki,15.0,24.9,83.3,None
2025-06-12,Idukki,17.2,17.1,92.5,None
2025-06-13,Idukki,79.5,19.5,82.6,None
2025-06-14,Idukki,23.1,23.6,84.2,None
2025-06-15,Idukki,41.1,23.9,88.2,None
2025-06-16,Idukki,24.0,23.0,84.5,None
2025-06-17,Idukki,56.3,22.6,88.7,None
2025-06-18,Idukki,62.8,24.0,89.0,None
2025-06-19,Idukki,21.7,22.0,83.1,None
2025-06-20,Idukki,21.0,25.9,73.5,None
2025-06-21,Idukki,83.8,20.5,95.5,None
2025-06-22,Idukki,71.6,26.6,97.6,None
2025-06-23,Idukki,68.3,24.9,89.0,None
2025-06-24,Idukki,34.6,25.4,97.6,None
2025-06-25,Idukki,11.2,24.4,93.3,None
2025-06-26,Idukki,13.1,21.2,88.1,None
2025-06-27,Idukki,41.0,26.2,97.9,None
2025-06-28,Idukki,62.2,22.6,96.9,None
2025-06-29,Idukki,34.1,21.3,90.6,None
2025-06-30,Idukki,29.9,22.0,86.6,None
2025-07-01,Idukki,95.9,20.0,89.5,None
2025-07-02,Idukki,102.8,23.5,93.8,None
2025-07-03,Idukki,38.5,24.1,95.8,None
2025-07-04,Idukki,21.1,22.1,89.1,None
2025-07-05,Idukki,37.3,23.4,98.5,None
2025-07-06,Idukki,31.6,20.0,96.0,None
2025-07-07,Idukki,11.6,23.5,88.7,None
2025-07-08,Idukki,138.9,23.1,97.2,Landslide
2025-07-09,Idukki,13.4,24.1,96.1,None
2025-07-10,Idukki,81.1,21.5,86.4,None
2025-07-11,Idukki,28.5,23.5,87.1,None
2025-07-12,Idukki,37.2,25.6,95.5,None
2025-07-13,Idukki,25.8,24.5,93.9,None
2025-07-14,Idukki,52.5,18.9,88.9,None
2025-07-15,Idukki,96.2,21.4,89.5,None
2025-07-16,Idukki,10.3,24.6,85.0,None
2025-07-17,Idukki,59.0,20.9,95.3,None
2025-07-18,Idukki,52.9,21.7,95.0,None
2025-07-19,Idukki,15.0,26.2,91.5,None
2025-07-20,Idukki,58.2,20.4,90.2,None
2025-07-21,Idukki,48.6,23.4,86.9,None
2025-07-22,Idukki,17.1,23.9,83.4,None
2025-07-23,Idukki,30.9,21.4,90.5,None
2025-07-24,Idukki,14.2,21.9,92.0,None
2025-07-25,Idukki,100.7,24.9,89.2,None
2025-07-26,Idukki,101.9,21.4,83.0,None
2025-07-27,Idukki,40.8,26.6,95.1,None
2025-07-28,Idukki,55.7,20.2,89.9,None
2025-07-29,Idukki,37.6,21.7,82.0,None
2025-07-30,Idukki,80.7,24.0,95.0,None
2025-07-31,Idukki,148.5,23.0,84.0,Landslide
2025-08-01,Idukki,72.7,23.8,90.0,None
2025-08-02,Idukki,65.9,22.7,90.6,None
2025-08-03,Idukki,29.0,22.7,89.7,None
2025-08-04,Idukki,29.4,24.9,91.7,None
2025-08-05,Idukki,76.6,22.5,83.8,None
2025-08-06,Idukki,50.3,25.8,98.6,None
2025-08-07,Idukki,114.6,23.0,97.6,None
2025-08-08,Idukki,19.6,22.8,95.9,None
2025-08-09,Idukki,33.0,21.6,86.5,None
2025-08-10,Idukki,20.4,24.5,99.5,None
2025-08-11,Idukki,34.0,23.4,93.9,None
2025-08-12,Idukki,17.7,21.1,91.4,None
2025-08-13,Idukki,151.3,22.1,94.8,Landslide
2025-08-14,Idukki,52.8,18.7,87.2,None
2025-08-15,Idukki,50.9,23.9,85.9,None
2025-08-16,Idukki,105.9,23.0,87.3,None
2025-08-17,Idukki,101.0,23.2,95.4,None
2025-08-18,Idukki,13.0,21.3,96.3,None
2025-08-19,Idukki,163.5,22.4,91.9,Landslide
2025-08-20,Idukki,7.1,26.5,83.5,None
2025-08-21,Idukki,32.0,19.6,80.8,None
2025-08-22,Idukki,34.9,20.2,99.3,None
2025-08-23,Idukki,28.2,22.9,86.5,None
2025-08-24,Idukki,24.3,24.3,94.4,None
2025-08-25,Idukki,61.1,22.1,91.3,None
2025-08-26,Idukki,35.9,21.4,82.4,None
2025-08-27,Idukki,51.6,23.0,82.1,None
2025-08-28,Idukki,16.4,23.3,92.5,None
2025-08-29,Idukki,43.1,22.9,90.9,None
2025-08-30,Idukki,32.2,22.6,98.0,None
2025-08-31,Idukki,20.8,24.7,91.2,None
2025-09-01,Idukki,87.6,22.1,89.8,None
2025-09-02,Idukki,4.7,21.8,83.2,None
2025-09-03,Idukki,77.3,23.7,89.7,None
2025-09-04,Idukki,4.0,22.0,91.2,None
2025-09-05,Idukki,113.3,23.5,84.1,None
2025-09-06,Idukki,21.8,25.6,95.3,None
2025-09-07,Idukki,34.1,21.8,97.4,None
2025-09-08,Idukki,60.1,20.5,96.0,None
2025-09-09,Idukki,31.1,27.5,97.8,None
2025-09-10,Idukki,84.7,19.6,90.7,None
2025-09-11,Idukki,39.7,20.9,90.7,None
2025-09-12,Idukki,37.2,26.1,84.7,None
2025-09-13,Idukki,6.5,22.5,82.1,None
2025-09-14,Idukki,25.7,27.5,98.4,None
2025-09-15,Idukki,40.9,21.5,86.6,None
2025-09-16,Idukki,16.3,20.8,90.2,None
2025-09-17,Idukki,35.7,21.3,93.8,None
2025-09-18,Idukki,50.9,23.1,91.4,None
2025-09-19,Idukki,45.6,26.1,88.0,None
2025-09-20,Idukki,86.4,22.7,89.7,None
2025-09-21,Idukki,100.6,21.2,92.3,None
2025-09-22,Idukki,24.8,23.8,94.0,None
2025-09-23,Idukki,46.6,26.2,91.5,None
2025-09-24,Idukki,43.5,25.4,94.2,None
2025-09-25,Idukki,109.5,24.9,88.5,None
2025-09-26,Idukki,35.4,21.0,92.7,None
2025-09-27,Idukki,19.5,22.9,85.0,None
2025-09-28,Idukki,38.5,23.7,85.5,None
2025-09-29,Idukki,101.4,21.5,88.6,None
2025-09-30,Idukki,21.5,22.9,85.9,None
2025-10-01,Idukki,17.1,21.1,81.9,None
2025-10-02,Idukki,29.4,23.5,86.2,None
2025-10-03,Idukki,4.6,22.3,93.5,None
2025-10-04,Idukki,19.4,23.4,81.3,None
2025-10-05,Idukki,11.9,26.2,86.5,None
2025-10-06,Idukki,27.1,25.5,84.1,None
2025-10-07,Idukki,65.3,23.8,89.6,None
2025-10-08,Idukki,19.5,23.2,89.8,None
2025-10-09,Idukki,26.6,21.5,84.7,None
2025-10-10,Idukki,14.4,19.3,82.9,None
2025-10-11,Idukki,12.2,23.9,85.6,None
2025-10-12,Idukki,72.0,25.2,80.1,None
2025-10-13,Idukki,28.9,19.5,86.3,None
2025-10-14,Idukki,48.9,23.1,80.3,None
2025-10-15,Idukki,134.7,22.2,82.0,Landslide
2025-10-16,Idukki,30.4,24.0,89.3,None
2025-10-17,Idukki,40.2,25.4,82.8,None
2025-10-18,Idukki,6.6,23.3,87.2,None
2025-10-19,Idukki,41.3,27.7,85.2,None
2025-10-20,Idukki,48.8,24.2,81.5,None
2025-10-21,Idukki,12.4,25.9,89.1,None
2025-10-22,Idukki,31.6,24.6,73.2,None
2025-10-23,Idukki,32.1,24.1,79.9,None
2025-10-24,Idukki,47.5,27.0,86.5,None
2025-10-25,Idukki,28.8,22.6,80.1,None
2025-10-26,Idukki,7.2,19.7,86.2,None
2025-10-27,Idukki,17.1,26.3,92.4,None
2025-10-28,Idukki,10.0,23.6,86.6,None
2025-10-29,Idukki,4.6,23.0,85.7,None
2025-10-30,Idukki,52.8,24.6,86.2,None
2025-10-31,Idukki,23.7,20.8,94.2,None
2025-11-01,Idukki,15.5,25.5,86.7,None
2025-11-02,Idukki,10.1,26.0,82.2,None
2025-11-03,Idukki,33.1,27.4,88.3,None
2025-11-04,Idukki,11.2,24.4,73.7,None
2025-11-05,Idukki,3.4,24.3,93.2,None
2025-11-06,Idukki,30.9,25.0,83.7,None
2025-11-07,Idukki,15.9,26.6,82.6,None
2025-11-08,Idukki,71.9,24.1,81.3,None
2025-11-09,Idukki,5.7,22.2,84.2,None
2025-11-10,Idukki,34.9,26.9,84.2,None
2025-11-11,Idukki,14.9,23.6,82.3,None
2025-11-12,Idukki,3.6,24.5,86.9,None
2025-11-13,Idukki,37.0,22.6,88.0,None
2025-11-14,Idukki,68.3,22.2,78.1,None
2025-11-15,Idukki,41.8,24.4,87.2,None
2025-11-16,Idukki,47.0,24.1,87.8,None
2025-11-17,Idukki,3.3,25.2,98.2,None
2025-11-18,Idukki,27.5,25.7,81.1,None
2025-11-19,Idukki,55.3,21.6,88.0,None
2025-11-20,Idukki,128.5,21.6,84.2,Flood
2025-11-21,Idukki,8.9,24.0,80.3,None
2025-11-22,Idukki,6.7,25.9,93.6,None
2025-11-23,Idukki,32.5,23.8,88.0,None
2025-11-24,Idukki,78.0,25.4,89.4,None
2025-11-25,Idukki,14.5,21.5,86.7,None
2025-11-26,Idukki,25.3,24.0,84.1,None
2025-11-27,Idukki,14.0,24.7,87.9,None
2025-11-28,Idukki,17.1,19.8,87.6,None
2025-11-29,Idukki,16.2,23.5,86.2,None
2025-11-30,Idukki,38.8,20.4,78.1,None
2025-12-01,Idukki,1.4,22.7,63.9,None
2025-12-02,Idukki,3.1,24.6,62.0,None
2025-12-03,Idukki,0.0,24.0,63.3,None
2025-12-04,Idukki,3.8,28.8,53.7,None
2025-12-05,Idukki,5.4,28.0,66.9,None
2025-12-06,Idukki,4.7,24.2,65.0,None
2025-12-07,Idukki,4.1,23.1,64.4,None
2025-12-08,Idukki,3.6,31.7,60.7,None
2025-12-09,Idukki,5.3,24.4,72.0,None
2025-12-10,Idukki,3.7,25.4,67.3,None
2025-12-11,Idukki,1.9,22.1,62.2,None
2025-12-12,Idukki,2.7,24.1,63.6,None
2025-12-13,Idukki,0.7,26.6,67.5,None
2025-12-14,Idukki,2.6,23.2,65.0,None
2025-12-15,Idukki,5.4,27.1,57.2,None
2025-12-16,Idukki,0.9,25.2,58.5,None
2025-12-17,Idukki,1.2,27.3,71.8,None
2025-12-18,Idukki,5.9,26.0,68.2,None
2025-12-19,Idukki,5.7,23.9,69.3,None
2025-12-20,Idukki,4.0,24.6,69.2,None
2025-12-21,Idukki,4.4,18.7,70.2,None
2025-12-22,Idukki,3.7,23.7,62.6,None
2025-12-23,Idukki,0.2,27.1,57.4,None
2025-12-24,Idukki,3.5,27.1,56.3,None
2025-12-25,Idukki,1.9,23.9,67.6,None
2025-12-26,Idukki,5.9,21.8,66.9,None
2025-12-27,Idukki,1.5,24.5,66.1,None
2025-12-28,Idukki,5.6,23.9,61.8,None
2025-12-29,Idukki,0.8,21.3,59.1,None
2025-12-30,Idukki,5.2,17.4,73.6,None
2025-12-31,Idukki,4.5,25.1,73.0,None
2026-01-01,Idukki,4.9,23.8,64.8,None
2026-01-02,Idukki,2.1,24.4,68.7,None
2026-01-03,Idukki,2.8,22.9,82.5,None
2026-01-04,Idukki,3.8,25.8,67.7,None
2026-01-05,Idukki,5.9,24.4,67.2,None
2026-01-06,Idukki,6.0,25.6,59.1,None
2026-01-07,Idukki,5.4,25.3,66.9,None
2026-01-08,Idukki,2.8,23.3,59.3,None
2026-01-09,Idukki,4.6,27.5,67.9,None
2026-01-10,Idukki,4.6,25.2,66.1,None
2026-01-11,Idukki,4.9,26.1,65.5,None
2026-01-12,Idukki,4.7,25.5,62.9,None
2026-01-13,Idukki,3.1,27.7,60.7,None
2026-01-14,Idukki,4.7,24.9,68.8,None
2026-01-15,Idukki,5.2,24.7,63.1,None
2026-01-16,Idukki,4.3,26.1,73.6,None
2026-01-17,Idukki,1.1,24.7,65.7,None
2026-01-18,Idukki,0.4,26.0,62.3,None
2026-01-19,Idukki,4.5,28.2,67.7,None
2026-01-20,Idukki,0.5,25.5,65.8,None
2026-01-21,Idukki,4.6,21.5,64.1,None
2026-01-22,Idukki,0.2,28.3,68.1,None
2026-01-23,Idukki,4.7,29.4,63.3,None
2026-01-24,Idukki,0.9,24.0,58.0,None
2026-01-25,Idukki,5.8,23.8,68.4,None
2026-01-26,Idukki,2.0,26.2,65.0,None
2026-01-27,Idukki,5.3,23.7,69.7,None
2026-01-28,Idukki,2.1,27.6,66.0,None
2026-01-29,Idukki,3.5,24.2,63.2,None
2026-01-30,Idukki,5.7,27.5,74.6,None
2026-01-31,Idukki,1.4,26.0,67.7,None
2026-02-01,Idukki,0.5,21.8,75.5,None
2026-02-02,Idukki,4.6,27.3,66.6,None
2026-02-03,Idukki,4.0,29.2,68.7,None
2026-02-04,Idukki,5.6,25.7,63.5,None
2026-02-05,Idukki,4.9,24.2,76.1,None
2026-02-06,Idukki,3.1,25.1,66.8,None
2026-02-07,Idukki,1.1,26.1,60.7,None
2026-02-08,Idukki,0.1,25.5,68.5,None
2026-02-09,Idukki,0.2,24.4,65.2,None
2026-02-10,Idukki,4.9,22.1,67.3,None
2026-02-11,Idukki,2.8,23.9,57.5,None
2026-02-12,Idukki,5.6,24.0,54.7,None
2026-02-13,Idukki,0.9,24.5,67.7,None
2026-02-14,Idukki,5.8,24.2,69.1,None
2023-02-15,Ernakulam,2.0,28.1,65.2,None
2023-02-16,Ernakulam,0.1,29.8,69.9,None
2023-02-17,Ernakulam,3.7,27.8,54.7,None
2023-02-18,Ernakulam,2.5,25.7,65.4,None
2023-02-19,Ernakulam,4.1,28.5,60.6,None
2023-02-20,Ernakulam,1.4,30.6,70.6,None
2023-02-21,Ernakulam,0.1,25.7,69.8,None
2023-02-22,Ernakulam,4.8,29.1,73.1,None
2023-02-23,Ernakulam,0.6,29.7,59.1,None
2023-02-24,Ernakulam,1.9,29.9,62.8,None
2023-02-25,Ernakulam,1.2,30.0,67.7,None
2023-02-26,Ernakulam,4.5,22.5,67.3,None
2023-02-27,Ernakulam,4.6,27.3,62.7,None
2023-02-28,Ernakulam,2.7,29.5,60.7,None
2023-03-01,Ernakulam,0.8,36.7,65.8,None
2023-03-02,Ernakulam,0.3,34.7,77.3,None
2023-03-03,Ernakulam,3.4,35.8,76.7,None
2023-03-04,Ernakulam,1.1,30.2,64.1,None
2023-03-05,Ernakulam,6.2,39.9,64.7,Heatwave
2023-03-06,Ernakulam,5.7,36.2,58.5,None
2023-03-07,Ernakulam,4.6,30.7,76.8,None
2023-03-08,Ernakulam,3.3,34.9,73.3,None
2023-03-09,Ernakulam,6.2,31.7,81.0,None
2023-03-10,Ernakulam,0.0,28.6,82.0,None
2023-03-11,Ernakulam,5.5,30.4,61.0,None
2023-03-12,Ernakulam,1.0,38.3,62.1,Heatwave
2023-03-13,Ernakulam,0.1,29.7,63.7,None
2023-03-14,Ernakulam,3.6,32.1,61.9,None
2023-03-15,Ernakulam,6.3,32.1,57.3,None
2023-03-16,Ernakulam,7.8,34.5,70.6,None
2023-03-17,Ernakulam,1.6,33.1,61.1,None
2023-03-18,Ernakulam,3.5,32.7,72.6,None
2023-03-19,Ernakulam,0.3,33.0,71.1,None
2023-03-20,Ernakulam,5.9,33.4,57.2,None
2023-03-21,Ernakulam,7.3,36.9,67.5,None
2023-03-22,Ernakulam,4.7,34.4,69.5,None
2023-03-23,Ernakulam,0.3,31.8,68.5,None
2023-03-24,Ernakulam,6.9,37.1,77.6,Heatwave
2023-03-25,Ernakulam,2.5,36.7,75.5,None
2023-03-26,Ernakulam,7.3,33.0,54.1,None
2023-03-27,Ernakulam,8.7,30.8,76.1,None
2023-03-28,Ernakulam,0.9,37.2,73.7,Heatwave
2023-03-29,Ernakulam,2.4,36.7,59.0,None
2023-03-30,Ernakulam,5.1,33.3,79.1,None
2023-03-31,Ernakulam,9.5,36.4,80.4,None
2023-04-01,Ernakulam,2.2,33.4,78.5,None
2023-04-02,Ernakulam,0.9,35.2,59.2,None
2023-04-03,Ernakulam,1.1,38.4,49.4,Heatwave
2023-04-04,Ernakulam,9.0,31.3,68.5,None
2023-04-05,Ernakulam,9.2,36.8,73.3,None
2023-04-06,Ernakulam,7.6,34.9,81.1,None
2023-04-07,Ernakulam,6.4,36.1,43.9,None
2023-04-08,Ernakulam,0.7,33.7,80.0,None
2023-04-09,Ernakulam,6.6,32.1,69.8,None
2023-04-10,Ernakulam,1.4,32.8,68.6,None
2023-04-11,Ernakulam,2.1,30.3,57.7,None
2023-04-12,Ernakulam,6.3,33.1,66.6,None
2023-04-13,Ernakulam,5.7,35.2,63.6,None
2023-04-14,Ernakulam,7.1,38.5,57.7,Heatwave
2023-04-15,Ernakulam,6.2,31.6,78.6,None
2023-04-16,Ernakulam,5.2,38.8,55.6,Heatwave
2023-04-17,Ernakulam,5.4,35.8,68.9,None
2023-04-18,Ernakulam,7.8,33.1,57.8,None
2023-04-19,Ernakulam,1.1,28.1,63.8,None
2023-04-20,Ernakulam,3.5,27.4,73.0,None
2023-04-21,Ernakulam,7.3,31.2,73.5,None
2023-04-22,Ernakulam,6.2,31.9,60.2,None
2023-04-23,Ernakulam,3.8,37.0,72.2,None
2023-04-24,Ernakulam,9.0,33.3,96.1,None
2023-04-25,Ernakulam,5.0,38.8,78.8,Heatwave
2023-04-26,Ernakulam,9.4,36.1,68.3,None
2023-04-27,Ernakulam,7.2,33.1,63.6,None
2023-04-28,Ernakulam,5.8,36.2,75.3,None
2023-04-29,Ernakulam,6.0,32.9,74.3,None
2023-04-30,Ernakulam,9.0,32.9,91.6,None
2023-05-01,Ernakulam,6.2,32.4,68.7,None
2023-05-02,Ernakulam,4.4,37.7,71.2,Heatwave
2023-05-03,Ernakulam,0.4,30.3,78.5,None
2023-05-04,Ernakulam,5.8,34.5,70.3,None
2023-05-05,Ernakulam,5.9,35.9,69.4,None
2023-05-06,Ernakulam,1.6,35.8,55.7,None
2023-05-07,Ernakulam,9.6,35.3,74.7,None
2023-05-08,Ernakulam,5.5,37.5,70.2,Heatwave
2023-05-09,Ernakulam,5.1,36.2,75.4,None
2023-05-10,Ernakulam,6.0,37.4,82.1,Heatwave
2023-05-11,Ernakulam,8.9,39.3,60.4,Heatwave
2023-05-12,Ernakulam,2.7,31.4,71.3,None
2023-05-13,Ernakulam,1.2,35.9,77.7,None
2023-05-14,Ernakulam,0.7,32.9,64.2,None
2023-05-15,Ernakulam,2.0,37.0,63.2,Heatwave
2023-05-16,Ernakulam,5.8,29.4,77.1,None
2023-05-17,Ernakulam,9.6,35.7,67.7,None
2023-05-18,Ernakulam,1.9,33.3,85.8,None
2023-05-19,Ernakulam,6.9,37.9,65.8,Heatwave
2023-05-20,Ernakulam,4.9,33.2,72.6,None
2023-05-21,Ernakulam,0.1,31.4,76.7,None
2023-05-22,Ernakulam,8.3,40.6,76.0,Heatwave
2023-05-23,Ernakulam,5.8,36.6,59.3,None
2023-05-24,Ernakulam,7.2,36.1,74.5,None
2023-05-25,Ernakulam,3.1,32.3,50.1,None
2023-05-26,Ernakulam,3.0,36.7,71.1,None
2023-05-27,Ernakulam,4.0,31.1,76.5,None
2023-05-28,Ernakulam,9.8,35.7,76.0,None
2023-05-29,Ernakulam,6.2,33.3,51.6,None
2023-05-30,Ernakulam,9.6,38.0,64.4,Heatwave
2023-05-31,Ernakulam,6.1,35.1,68.1,None
2023-06-01,Ernakulam,41.2,26.9,92.9,None
2023-06-02,Ernakulam,35.0,22.8,92.8,None
2023-06-03,Ernakulam,22.2,24.1,89.4,None
2023-06-04,Ernakulam,22.7,26.5,82.6,None
2023-06-05,Ernakulam,22.3,25.2,95.0,None
2023-06-06,Ernakulam,97.3,24.3,88.3,None
2023-06-07,Ernakulam,8.9,28.9,88.4,None
2023-06-08,Ernakulam,20.3,27.8,84.6,None
2023-06-09,Ernakulam,29.3,27.1,93.2,None
2023-06-10,Ernakulam,42.7,29.1,94.0,None
2023-06-11,Ernakulam,56.1,25.7,88.1,None
2023-06-12,Ernakulam,27.2,24.0,88.8,None
2023-06-13,Ernakulam,21.7,24.4,100.0,None
2023-06-14,Ernakulam,74.0,29.4,84.5,None
2023-06-15,Ernakulam,9.8,27.8,89.2,None
2023-06-16,Ernakulam,24.8,26.0,96.8,None
2023-06-17,Ernakulam,142.8,26.8,96.4,None
2023-06-18,Ernakulam,35.3,22.2,90.5,None
2023-06-19,Ernakulam,82.6,31.5,96.0,None
2023-06-20,Ernakulam,35.4,28.1,85.2,None
2023-06-21,Ernakulam,38.0,26.1,87.3,None
2023-06-22,Ernakulam,37.0,26.1,97.1,None
2023-06-23,Ernakulam,63.1,25.6,91.9,None
2023-06-24,Ernakulam,13.8,24.8,87.2,None
2023-06-25,Ernakulam,18.8,27.8,79.2,None
2023-06-26,Ernakulam,113.2,26.8,84.8,None
2023-06-27,Ernakulam,20.1,26.5,93.7,None
2023-06-28,Ernakulam,37.5,26.2,98.6,None
2023-06-29,Ernakulam,61.2,27.3,81.4,None
2023-06-30,Ernakulam,55.5,26.9,94.5,None
2023-07-01,Ernakulam,46.1,25.9,88.6,None
2023-07-02,Ernakulam,29.9,29.8,89.7,None
2023-07-03,Ernakulam,38.2,24.9,92.3,None
2023-07-04,Ernakulam,24.8,23.7,91.8,None
2023-07-05,Ernakulam,60.6,26.3,83.4,None
2023-07-06,Ernakulam,30.4,27.1,82.4,None
2023-07-07,Ernakulam,41.7,27.8,91.5,None
2023-07-08,Ernakulam,60.5,22.8,91.4,None
2023-07-09,Ernakulam,47.2,24.0,98.5,None
2023-07-10,Ernakulam,27.5,29.8,85.1,None
2023-07-11,Ernakulam,21.6,28.6,97.6,None
2023-07-12,Ernakulam,80.5,23.6,91.6,None
2023-07-13,Ernakulam,35.2,26.0,89.4,None
2023-07-14,Ernakulam,50.0,23.9,94.6,None
2023-07-15,Ernakulam,27.2,27.5,85.3,None
2023-07-16,Ernakulam,45.4,23.6,84.5,None
2023-07-17,Ernakulam,14.0,23.9,85.6,None
2023-07-18,Ernakulam,132.0,25.7,93.8,None
2023-07-19,Ernakulam,27.5,28.2,97.7,None
2023-07-20,Ernakulam,79.1,27.6,95.5,None
2023-07-21,Ernakulam,6.0,24.1,82.9,None
2023-07-22,Ernakulam,74.3,26.9,85.6,None
2023-07-23,Ernakulam,125.0,25.6,100.0,None
2023-07-24,Ernakulam,50.9,24.7,91.7,None
2023-07-25,Ernakulam,20.4,24.6,88.9,None
2023-07-26,Ernakulam,6.8,26.1,92.2,None
2023-07-27,Ernakulam,32.6,25.9,88.3,None
2023-07-28,Ernakulam,47.6,26.4,92.0,None
2023-07-29,Ernakulam,21.2,30.7,90.8,None
2023-07-30,Ernakulam,22.3,27.8,85.5,None
2023-07-31,Ernakulam,62.4,25.9,89.2,None
2023-08-01,Ernakulam,13.6,26.7,94.1,None
2023-08-02,Ernakulam,18.6,26.4,88.8,None
2023-08-03,Ernakulam,25.2,28.4,97.0,None
